"reg" "dis" "con" "N1" "ward" "N2"
"MTWARA" "MIKINDANI" "MTWARA MJINI" "2" "MTONYA" 2220
"MTWARA" "MIKINDANI" "MTWARA MJINI" "3" "KISUNGULE" 2221
"MTWARA" "MIKINDANI" "MTWARA MJINI" "4" "MAGENGENI" 2222
"MTWARA" "MIKINDANI" "MTWARA MJINI" "5" "MITENGO" 2223
"MTWARA" "MIKINDANI" "MTWARA MJINI" "6" "UFUKONI" 2224
"MTWARA" "MIKINDANI" "MTWARA MJINI" "7" "VIGAENI" 2225
"MTWARA" "MIKINDANI" "MTWARA MJINI" "8" "MAJENGO" 2226
"MTWARA" "MIKINDANI" "MTWARA MJINI" "9" "RAILWAY" 2227
"MTWARA" "MIKINDANI" "MTWARA MJINI" "10" "CHIKONGOLA" 2228
"MTWARA" "MIKINDANI" "MTWARA MJINI" "11" "LIKOMBE" 2229
"MTWARA" "MIKINDANI" "MTWARA MJINI" "12" "CHUNO" 2230
"MTWARA" "MIKINDANI" "MTWARA MJINI" "13" "SHANGANI" 2231
"MTWARA" "MIKINDANI" "MTWARA MJINI" "14" "NALIENDELE" 2232
"MTWARA" "MIKINDANI" "MTWARA MJINI" "15" "RAHALEO" 2233
"MTWARA" "MIKINDANI" "MTWARA MJINI" "16" "BOMANI" 2234
"MTWARA" "MIKINDANI" "MTWARA MJINI" "17" "MTAWANYA" 2235
"MTWARA" "MIKINDANI" "MTWARA MJINI" "18" "TANDIKA" 2236
"MTWARA" "MJI WA MASASI" "MASASI" "1" "MTANDI" 2237
"MTWARA" "MJI WA MASASI" "MASASI" "2" "CHANIKANGUO" 2238
"MTWARA" "MJI WA MASASI" "MASASI" "3" "NYASA" 2239
"MTWARA" "MJI WA MASASI" "MASASI" "4" "NAPUPA" 2240
"MTWARA" "MJI WA MASASI" "MASASI" "5" "MKUTI" 2241
"MTWARA" "MJI WA MASASI" "MASASI" "6" "MIGONGO" 2242
"MTWARA" "MJI WA MASASI" "MASASI" "7" "MKOMAINDO" 2243
"MTWARA" "MJI WA MASASI" "MASASI" "8" "JIDA" 2244
"MTWARA" "MJI WA MASASI" "MASASI" "9" "MARIKA" 2245
"MTWARA" "MJI WA MASASI" "MASASI" "10" "MUMBAKA" 2246
"MTWARA" "MJI WA MASASI" "MASASI" "11" "MATAWALE" 2247
"MTWARA" "MJI WA MASASI" "MASASI" "12" "MWENGE MTAPIKA" 2248
"MTWARA" "MJI WA MASASI" "MASASI" "13" "TEMEKE" 2249
"MTWARA" "MJI WA MASASI" "MASASI" "14" "SULULU" 2250
"MTWARA" "WILAYA YA MASASI" "NDANDA" "1" "CHIGUGU" 2251
"MTWARA" "WILAYA YA MASASI" "NDANDA" "2" "MWENA" 2252
"MTWARA" "WILAYA YA MASASI" "NDANDA" "3" "NANGANGA" 2253
"MTWARA" "WILAYA YA MASASI" "NDANDA" "4" "CHIWALE" 2254
"MTWARA" "WILAYA YA MASASI" "NDANDA" "5" "LUKULEDI" 2255
"MTWARA" "WILAYA YA MASASI" "NDANDA" "6" "MPANYANI" 2256
"MTWARA" "WILAYA YA MASASI" "NDANDA" "7" "NAMATUTWE" 2257
"MTWARA" "WILAYA YA MASASI" "NDANDA" "8" "NAMAJANI" 2258
"MTWARA" "WILAYA YA MASASI" "NDANDA" "9" "MLINGULA" 2259
"MTWARA" "WILAYA YA MASASI" "NDANDA" "10" "CHIKUKWE" 2260
"MTWARA" "WILAYA YA MASASI" "NDANDA" "11" "NDANDA" 2261
"MTWARA" "WILAYA YA MASASI" "NDANDA" "12" "CHIKUNJA" 2262
"MTWARA" "WILAYA YA MASASI" "NDANDA" "13" "NANGOO" 2263
"MTWARA" "WILAYA YA MASASI" "NDANDA" "14" "MSIKISI" 2264
"MTWARA" "WILAYA YA MASASI" "NDANDA" "15" "CHIWATA" 2265
"MTWARA" "WILAYA YA MASASI" "NDANDA" "16" "CHIKUNDI" 2266
"MTWARA" "WILAYA YA MASASI" "LULINDI" "1" "MKUNDI" 2267
"MTWARA" "WILAYA YA MASASI" "LULINDI" "2" "MKULULU" 2268
"MTWARA" "WILAYA YA MASASI" "LULINDI" "3" "LULINDI" 2269
"MTWARA" "WILAYA YA MASASI" "LULINDI" "4" "NANJOTA" 2270
"MTWARA" "WILAYA YA MASASI" "LULINDI" "5" "LIPUMBURU" 2271
"MTWARA" "WILAYA YA MASASI" "LULINDI" "6" "CHIUNGUTWA" 2272
"MTWARA" "WILAYA YA MASASI" "LULINDI" "7" "MBUYUNI" 2273
"MTWARA" "WILAYA YA MASASI" "LULINDI" "8" "NAMALENGA" 2274
"MTWARA" "WILAYA YA MASASI" "LULINDI" "9" "MCHAURU" 2275
"MTWARA" "WILAYA YA MASASI" "LULINDI" "10" "MNAVILA" 2276
"MTWARA" "WILAYA YA MASASI" "LULINDI" "11" "CHIKOLOPOLA" 2277
"MTWARA" "WILAYA YA MASASI" "LULINDI" "12" "SINDANO" 2278
"MTWARA" "WILAYA YA MASASI" "LULINDI" "13" "LUPASO" 2279
"MTWARA" "WILAYA YA MASASI" "LULINDI" "14" "MPINDIMBI" 2280
"MTWARA" "WILAYA YA MASASI" "LULINDI" "15" "MPETA" 2281
"MTWARA" "WILAYA YA MASASI" "LULINDI" "16" "MITESA" 2282
"MTWARA" "WILAYA YA MASASI" "LULINDI" "17" "MAKONG'ODA" 2283
"MTWARA" "WILAYA YA MASASI" "LULINDI" "18" "MJELEJELE" 2284
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "1" "NANYAMBA" 2285
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "2" "DINYECHA" 2286
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "3" "NYUNDO" 2287
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "4" "NITEKELA" 2288
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "5" "MBEMBALEO" 2289
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "6" "MILANGO MINNE" 2290
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "7" "NONGODI" 2291
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "8" "NAMTUMBUKA" 2292
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "9" "NJENGWA" 2293
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "10" "MTIMBILIMBWI" 2294
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "11" "HINJU" 2295
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "12" "MTINIKO" 2296
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "13" "CHAWI" 2297
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "14" "KIROMBA" 2298
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "15" "KIANGA" 2299
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "16" "KITAYA" 2300
"MTWARA" "MJI WA NANYAMBA" "NANYAMBA" "17" "MNIMA" 2301
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "1" "MADIMBA" 2302
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "2" "MSIMBATI" 2303
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "3" "MSANGAMKUU" 2304
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "4" "NALINGU" 2305
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "5" "ZIWANI" 2306
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "6" "MOMA" 2307
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "7" "MBAWALA" 2308
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "8" "NANGURUWE" 2309
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "9" "MAHURUNGA" 2310
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "10" "TANGAZO" 2311
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "11" "MUUNGANO" 2312
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "12" "DIHIMBA" 2313
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "13" "LIPWIDI" 2314
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "14" "MANGOPACHANE" 2315
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "15" "KITERE" 2316
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "16" "LIBOBE" 2317
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "17" "MPAPURA" 2318
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "18" "NDUMBWE" 2319
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "19" "MAYANGA" 2320
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "20" "MKUNWA" 2321
"MTWARA" "WILAYA YA MTWARA" "MTWARA VIJIJINI" "21" "NAUMBU" 2322
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "1" "MIKANGAULA" 2323
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "2" "NANGOMBA" 2324
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "3" "LIKOKONA" 2325
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "4" "SENGENYA" 2326
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "5" "LUMESULE" 2327
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "6" "MICHIGA" 2328
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "7" "CHIPUPUTA" 2329
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "8" "NANYUMBU" 2330
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "9" "MASUGURU" 2331
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "10" "MKONONA" 2332
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "11" "MARATANI" 2333
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "12" "NANDETE" 2334
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "13" "MANGAKA" 2335
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "14" "MNANJE" 2336
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "15" "NAKOPI" 2337
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "16" "KAMUNDI" 2338
"MTWARA" "MJI WA NANYUMBU" "NANYUMBU" "17" "KILIMANIHEWA" 2339
"MTWARA" "MJI WA NEWALA" "NEWALA" "1" "LUCHINDU" 2340
"MTWARA" "MJI WA NEWALA" "NEWALA" "2" "NANGWALA" 2341
"MTWARA" "MJI WA NEWALA" "NEWALA" "3" "TULINDANE" 2342
"MTWARA" "MJI WA NEWALA" "NEWALA" "4" "MTONYA" 2343
"MTWARA" "MJI WA NEWALA" "NEWALA" "5" "JULIA" 2344
"MTWARA" "MJI WA NEWALA" "NEWALA" "6" "NAMIYONGA" 2345
"MTWARA" "MJI WA NEWALA" "NEWALA" "7" "MKULUNG'ULU" 2346
"MTWARA" "MJI WA NEWALA" "NEWALA" "8" "MAKOTE" 2347
"MTWARA" "MJI WA NEWALA" "NEWALA" "9" "MAHUMBIKA" 2348
"MTWARA" "MJI WA NEWALA" "NEWALA" "10" "MAKONGA" 2349
"MTWARA" "MJI WA NEWALA" "NEWALA" "11" "MNEKACHI" 2350
"MTWARA" "MJI WA NEWALA" "NEWALA" "12" "MKUNYA" 2351
"MTWARA" "MJI WA NEWALA" "NEWALA" "13" "MCHOLI I" 2352
"MTWARA" "MJI WA NEWALA" "NEWALA" "14" "MATUMACHI" 2353
"MTWARA" "MJI WA NEWALA" "NEWALA" "15" "MCHOLI II" 2354
"MTWARA" "MJI WA NEWALA" "NEWALA" "16" "NANGURUWE" 2355
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "1" "MTOPWA" 2356
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "2" "MCHEMO" 2357
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "3" "MDIMBA MPELEMPELE" 2358
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "4" "CHIWONGA" 2359
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "5" "MALATU" 2360
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "6" "NAKAHAKO" 2361
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "7" "MTUNGURU" 2362
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "8" "CHIHANGU" 2363
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "9" "NAMBALI" 2364
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "10" "NANDWAHI" 2365
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "11" "MKWEDU" 2366
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "12" "MAKUKWE" 2367
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "13" "CHITEKETE" 2368
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "14" "KITANGARI" 2369
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "15" "MUUNGANO" 2370
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "16" "MAPUTI" 2371
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "17" "MPWAPWA" 2372
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "18" "MNYEU" 2373
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "19" "CHILANGALA" 2374
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "20" "MIKUMBI" 2375
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "21" "MNYAMBE" 2376
"MTWARA" "WILAYA YA NEWALA" "NEWALA" "22" "MKOMA II" 2377
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "1" "CHAUME" 2378
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "2" "CHINGUNGWE" 2379
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "3" "LUAGALA" 2380
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "4" "LUKOKODA" 2381
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "5" "LYENJE" 2382
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "6" "KITAMA" 2383
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "7" "MAHUTA" 2384
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "8" "MAUNDO" 2385
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "9" "MICHENJELE" 2386
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "10" "MIHAMBWE" 2387
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "11" "MKUNDI" 2388
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "12" "MKOREHA" 2389
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "13" "MILONGODI" 2390
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "14" "MKWITI" 2391
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "15" "MKONJOWANO" 2392
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "16" "MNYAWA" 2393
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "17" "NAMIKUPA" 2394
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "18" "NAHNYANGA" 2395
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "19" "NAPUTA" 2396
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "20" "NGUNJA" 2397
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "21" "TANDAHIMBA" 2398
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "22" "MDIMBA MNYOMA" 2399
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "23" "LITEHU" 2400
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "24" "NAMBAHU" 2401
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "25" "MIUTA" 2402
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "26" "CHIKONGOLA" 2403
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "27" "MCHICHIRA" 2404
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "28" "KWANYAMA" 2405
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "29" "DINDUMA" 2406
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "30" "MDUMBWE" 2407
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "31" "MKWEDU" 2408
"MTWARA" "WILAYA YA TANDAHIMBA" "TANDAHIMBA" "32" "MALOPOKELO" 2409
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "1" "NYAKATO" 2410
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "2" "MEKO" 2411
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "3" "BUZURUGA" 2412
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "4" "NYASAKA" 2413
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "5" "ILEMELA" 2414
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "6" "KAHAMA" 2415
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "7" "KISEKE" 2416
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "8" "KAYENZE" 2417
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "9" "SANGABUYE" 2418
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "10" "BUGOGWA" 2419
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "11" "SHIBULA" 2420
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "12" "PASIANSI" 2421
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "13" "KITANGIRI" 2422
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "14" "KIRUMBA" 2423
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "15" "NYAMANORO" 2424
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "16" "IBUNGILO" 2425
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "17" "BUSWELU" 2426
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "18" "NYAMHONGOLO" 2427
"MWANZA" "MANISPAA YA ILEMELA" "ILEMELA" "19" "KAWEKAMO" 2428
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "1" "MKOLANI" 2429
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "2" "LUCHELELE" 2430
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "3" "BUHONGWA" 2431
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "4" "LWANHIMA" 2432
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "5" "BUTIMBA" 2433
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "6" "NYEGEZI" 2434
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "7" "MKUYUNI" 2435
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "8" "IGOGO" 2436
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "9" "PAMBA" 2437
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "10" "MIRONGO" 2438
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "11" "ISAMILO" 2439
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "12" "NYAMAGANA" 2440
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "13" "MBUGANI" 2441
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "14" "MABATINI" 2442
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "15" "IGOMA" 2443
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "16" "KISHILI" 2444
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "17" "MAHINA" 2445
"MWANZA" "JIJI LA MWANZA" "NYAMAGANA" "18" "MHANDU" 2446
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "1" "BUPAMWA" 2447
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "2" "FUKALO" 2448
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "3" "HUNGUMALWA" 2449
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "4" "IGONGWA" 2450
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "5" "KIKUBIJI" 2451
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "6" "MHANDE" 2452
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "7" "MWAKILAMBITI" 2453
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "8" "MWAMALA" 2454
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "9" "MWANG'HALANGA" 2455
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "10" "NG'HUNDI" 2456
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "11" "NGUDU" 2457
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "12" "NYAMILAMA" 2458
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "13" "ILULA" 2459
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "14" "SHILEMBO" 2460
"MWANZA" "WILAYA YA KWIMBA" "KWIMBA" "15" "MWANKULWE" 2461
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "1" "BUNGULWA" 2462
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "2" "ISENI" 2463
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "3" "LYOMA" 2464
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "4" "MALIGISU" 2465
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "5" "MALYA" 2466
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "6" "MANTARE" 2467
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "7" "MWABOMBA" 2468
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "8" "MWAGI" 2469
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "9" "MWANDU" 2470
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "10" "NGULLA" 2471
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "11" "NYAMBITI" 2472
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "12" "SUMVE" 2473
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "13" "WALLA" 2474
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "14" "BUGANDO" 2475
"MWANZA" "WILAYA YA KWIMBA" "SUMVE" "15" "NKALALO" 2476
"MWANZA" "WILAYA YA MAGU" "MAGU" "1" "BUJASHI" 2477
"MWANZA" "WILAYA YA MAGU" "MAGU" "2" "KAHANGARA" 2478
"MWANZA" "WILAYA YA MAGU" "MAGU" "3" "KISESA" 2479
"MWANZA" "WILAYA YA MAGU" "MAGU" "4" "KITONGO SIM" 2480
"MWANZA" "WILAYA YA MAGU" "MAGU" "5" "KONGOLO" 2481
"MWANZA" "WILAYA YA MAGU" "MAGU" "6" "LUBUGU" 2482
"MWANZA" "WILAYA YA MAGU" "MAGU" "7" "LUTALE" 2483
"MWANZA" "WILAYA YA MAGU" "MAGU" "8" "MAGU MJINI" 2484
"MWANZA" "WILAYA YA MAGU" "MAGU" "9" "MWAMABANZA" 2485
"MWANZA" "WILAYA YA MAGU" "MAGU" "10" "MWAMANGA" 2486
"MWANZA" "WILAYA YA MAGU" "MAGU" "11" "NG'HAYA" 2487
"MWANZA" "WILAYA YA MAGU" "MAGU" "12" "NKUNGULU" 2488
"MWANZA" "WILAYA YA MAGU" "MAGU" "13" "NYANGUGE" 2489
"MWANZA" "WILAYA YA MAGU" "MAGU" "14" "NYIGOGO" 2490
"MWANZA" "WILAYA YA MAGU" "MAGU" "15" "SHISHANI" 2491
"MWANZA" "WILAYA YA MAGU" "MAGU" "16" "SUKUMA" 2492
"MWANZA" "WILAYA YA MAGU" "MAGU" "17" "BUKANDWE" 2493
"MWANZA" "WILAYA YA MAGU" "MAGU" "18" "JINJIMILI" 2494
"MWANZA" "WILAYA YA MAGU" "MAGU" "19" "KANDAWE" 2495
"MWANZA" "WILAYA YA MAGU" "MAGU" "20" "BUHUMBI" 2496
"MWANZA" "WILAYA YA MAGU" "MAGU" "21" "BUJORA" 2497
"MWANZA" "WILAYA YA MAGU" "MAGU" "22" "CHUMBULA" 2498
"MWANZA" "WILAYA YA MAGU" "MAGU" "23" "KABILA" 2499
"MWANZA" "WILAYA YA MAGU" "MAGU" "24" "ITUMBILI" 2500
"MWANZA" "WILAYA YA MAGU" "MAGU" "25" "ISANDULA" 2501
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "1" "BUHINGO" 2502
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "2" "BULEMEJI" 2503
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "3" "BUSONGO" 2504
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "4" "IDETEMYA" 2505
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "5" "IGOKELO" 2506
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "6" "ILUJAMATE" 2507
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "7" "KANYELELE" 2508
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "8" "KASOLOLO" 2509
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "9" "KIJIMA" 2510
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "10" "KOROMIJE" 2511
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "11" "LUBILI" 2512
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "12" "MBARIKA" 2513
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "13" "MISASI" 2514
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "14" "MISUNGWI" 2515
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "15" "MWANIKO" 2516
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "16" "NHUNDULU" 2517
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "17" "SHILALO" 2518
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "18" "SUMBUGU" 2519
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "19" "UKIRIGURU" 2520
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "20" "USAGARA" 2521
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "21" "FELLA" 2522
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "22" "ISENENGEJA" 2523
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "23" "MABUKI" 2524
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "24" "MONDO" 2525
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "25" "MAMAYE" 2526
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "26" "ISESA" 2527
"MWANZA" "WILAYA YA MISUNGWI" "MISUNGWI" "27" "GULUMUNGU" 2528
